,agency,power,verb_count,av,pv
u4509,1,-1,4,0.25,-0.25
u4508,1,1,1,1.0,1.0
u4511,0,0,0,,
u4510,2,6,7,0.2857142857142857,0.8571428571428571
u4512,6,13,15,0.4,0.8666666666666667
u4524,1,1,7,0.14285714285714285,0.14285714285714285
u4521,1,1,1,1.0,1.0
u4525,32,32,104,0.3076923076923077,0.3076923076923077
u4535,14,9,46,0.30434782608695654,0.1956521739130435
u4522,10,5,37,0.2702702702702703,0.13513513513513514
u4533,5,6,7,0.7142857142857143,0.8571428571428571
u4536,2,1,2,1.0,0.5
u4540,4,5,24,0.16666666666666666,0.20833333333333334
u4531,3,7,10,0.3,0.7
u4528,-2,0,2,-1.0,0.0
u4538,6,8,8,0.75,1.0
u4529,2,0,4,0.5,0.0
u4534,0,1,7,0.0,0.14285714285714285
u4530,1,1,1,1.0,1.0
u4532,-1,-1,1,-1.0,-1.0
u4539,-1,1,1,-1.0,1.0
u4547,31,31,44,0.7045454545454546,0.7045454545454546
u4543,-1,-1,2,-0.5,-0.5
u4548,4,1,20,0.2,0.05
u4546,116,132,207,0.5603864734299517,0.6376811594202898
u4551,20,18,35,0.5714285714285714,0.5142857142857142
u4552,0,0,0,,
u4545,10,10,12,0.8333333333333334,0.8333333333333334
u4553,42,31,66,0.6363636363636364,0.4696969696969697
u4550,-1,1,1,-1.0,1.0
u4554,1,1,1,1.0,1.0
u4560,4,2,4,1.0,0.5
u4555,-5,11,53,-0.09433962264150944,0.20754716981132076
u4570,-1,0,1,-1.0,0.0
u4556,0,0,0,,
u4561,0,-1,1,0.0,-1.0
u4573,1,0,1,1.0,0.0
u4565,0,0,0,,
u4559,6,3,6,1.0,0.5
u4566,2,1,4,0.5,0.25
u4569,0,1,1,0.0,1.0
u4571,0,-1,1,0.0,-1.0
u4568,6,5,6,1.0,0.8333333333333334
u4558,3,4,4,0.75,1.0
u4562,5,4,5,1.0,0.8
u4574,3,2,3,1.0,0.6666666666666666
u4572,0,1,2,0.0,0.5
u4567,2,-2,2,1.0,-1.0
u4584,13,15,48,0.2708333333333333,0.3125
u4575,3,3,7,0.42857142857142855,0.42857142857142855
u4578,5,4,5,1.0,0.8
u4577,-1,4,6,-0.16666666666666666,0.6666666666666666
u4587,11,27,37,0.2972972972972973,0.7297297297297297
u4579,2,0,2,1.0,0.0
u4586,0,0,1,0.0,0.0
u4585,1,1,1,1.0,1.0
u4580,0,0,1,0.0,0.0
u4582,1,1,1,1.0,1.0
u4583,-2,0,2,-1.0,0.0
u4588,0,0,0,,
u4590,-1,-1,1,-1.0,-1.0
u4592,17,21,47,0.3617021276595745,0.44680851063829785
u4591,0,0,0,,
u4595,1,12,38,0.02631578947368421,0.3157894736842105
u4593,5,1,11,0.45454545454545453,0.09090909090909091
u4596,1,2,4,0.25,0.5
u4594,0,0,0,,
u4598,0,2,2,0.0,1.0
u4602,-3,18,46,-0.06521739130434782,0.391304347826087
u4601,2,4,12,0.16666666666666666,0.3333333333333333
u4609,-1,0,3,-0.3333333333333333,0.0
u4608,0,0,1,0.0,0.0
u4610,2,1,2,1.0,0.5
u4606,-2,-1,2,-1.0,-0.5
u4607,-1,-1,1,-1.0,-1.0
u4612,1,3,7,0.14285714285714285,0.42857142857142855
u4603,-3,-7,8,-0.375,-0.875
u4605,1,7,14,0.07142857142857142,0.5
u4611,0,1,2,0.0,0.5
u4614,3,3,3,1.0,1.0
u4622,3,4,7,0.42857142857142855,0.5714285714285714
u4615,1,7,8,0.125,0.875
u4623,14,16,22,0.6363636363636364,0.7272727272727273
u4616,1,1,1,1.0,1.0
u4621,1,3,3,0.3333333333333333,1.0
u4617,-1,-1,1,-1.0,-1.0
u4618,1,0,1,1.0,0.0
u4625,2,2,2,1.0,1.0
u4620,6,13,23,0.2608695652173913,0.5652173913043478
u4624,1,1,1,1.0,1.0
u4636,24,22,35,0.6857142857142857,0.6285714285714286
u4626,1,3,5,0.2,0.6
u4630,47,64,103,0.4563106796116505,0.6213592233009708
u4631,44,54,116,0.3793103448275862,0.46551724137931033
u4627,1,-1,1,1.0,-1.0
u4628,15,13,20,0.75,0.65
u4629,4,8,9,0.4444444444444444,0.8888888888888888
u4634,1,9,16,0.0625,0.5625
u4637,0,-2,2,0.0,-1.0
u4632,3,-1,4,0.75,-0.25
u4633,3,3,3,1.0,1.0
u4635,9,5,20,0.45,0.25
u4639,2,2,3,0.6666666666666666,0.6666666666666666
u4642,64,67,116,0.5517241379310345,0.5775862068965517
u4640,18,25,41,0.43902439024390244,0.6097560975609756
u4643,4,4,8,0.5,0.5
u4641,3,7,16,0.1875,0.4375
u4644,29,29,58,0.5,0.5
u4646,53,58,144,0.3680555555555556,0.4027777777777778
u4653,17,16,21,0.8095238095238095,0.7619047619047619
u4651,2,4,10,0.2,0.4
u4647,66,70,107,0.616822429906542,0.6542056074766355
u4650,5,6,11,0.45454545454545453,0.5454545454545454
u4652,0,2,4,0.0,0.5
u4648,10,9,14,0.7142857142857143,0.6428571428571429
u4655,18,16,21,0.8571428571428571,0.7619047619047619
u4654,4,6,17,0.23529411764705882,0.35294117647058826
u4667,55,53,79,0.6962025316455697,0.6708860759493671
u4668,3,1,11,0.2727272727272727,0.09090909090909091
u4671,2,2,4,0.5,0.5
u4663,30,24,43,0.6976744186046512,0.5581395348837209
u4658,31,36,60,0.5166666666666667,0.6
u4656,2,1,4,0.5,0.25
u4672,9,5,21,0.42857142857142855,0.23809523809523808
u4657,2,6,7,0.2857142857142857,0.8571428571428571
u4666,19,16,30,0.6333333333333333,0.5333333333333333
u4673,5,10,17,0.29411764705882354,0.5882352941176471
u4661,21,22,37,0.5675675675675675,0.5945945945945946
u4662,6,5,8,0.75,0.625
u4665,6,8,8,0.75,1.0
u4659,2,1,3,0.6666666666666666,0.3333333333333333
u4670,2,1,6,0.3333333333333333,0.16666666666666666
u4688,0,2,14,0.0,0.14285714285714285
u4675,0,0,0,,
u4687,0,0,0,,
u4676,0,0,0,,
u4682,0,2,14,0.0,0.14285714285714285
u4678,1,2,3,0.3333333333333333,0.6666666666666666
u4681,1,8,17,0.058823529411764705,0.47058823529411764
u4680,-1,1,1,-1.0,1.0
u4683,2,2,2,1.0,1.0
u4686,0,-1,2,0.0,-0.5
u4702,1,0,1,1.0,0.0
u4689,0,0,5,0.0,0.0
u4703,0,0,0,,
u4693,1,3,17,0.058823529411764705,0.17647058823529413
u4694,-1,3,3,-0.3333333333333333,1.0
u4692,-2,5,7,-0.2857142857142857,0.7142857142857143
u4691,1,1,1,1.0,1.0
u4696,-4,1,7,-0.5714285714285714,0.14285714285714285
u4695,0,0,0,,
u4697,-1,-3,11,-0.09090909090909091,-0.2727272727272727
u4699,0,0,0,,
u4710,54,46,97,0.5567010309278351,0.4742268041237113
u4704,34,43,61,0.5573770491803278,0.7049180327868853
u4717,89,71,158,0.5632911392405063,0.44936708860759494
u4709,13,3,15,0.8666666666666667,0.2
u4706,1,0,1,1.0,0.0
u4716,10,13,17,0.5882352941176471,0.7647058823529411
u4707,2,4,18,0.1111111111111111,0.2222222222222222
u4715,-1,0,3,-0.3333333333333333,0.0
u4711,4,3,6,0.6666666666666666,0.5
u4718,9,9,19,0.47368421052631576,0.47368421052631576
u4719,15,11,49,0.30612244897959184,0.22448979591836735
u4724,1,1,3,0.3333333333333333,0.3333333333333333
u4721,3,4,7,0.42857142857142855,0.5714285714285714
u4726,8,2,19,0.42105263157894735,0.10526315789473684
u4725,3,3,3,1.0,1.0
u4722,0,0,0,,
u4720,1,0,1,1.0,0.0
u4729,22,60,109,0.2018348623853211,0.5504587155963303
u4730,3,2,9,0.3333333333333333,0.2222222222222222
u4727,-1,0,5,-0.2,0.0
u4732,8,8,29,0.27586206896551724,0.27586206896551724
u4728,2,2,2,1.0,1.0
u4735,0,0,0,,
u4738,1,2,3,0.3333333333333333,0.6666666666666666
u4731,1,2,10,0.1,0.2
u4734,4,10,14,0.2857142857142857,0.7142857142857143
u4737,6,7,37,0.16216216216216217,0.1891891891891892
u4733,-1,2,8,-0.125,0.25
u4749,55,60,124,0.4435483870967742,0.4838709677419355
u4740,16,11,29,0.5517241379310345,0.3793103448275862
u4746,1,7,12,0.08333333333333333,0.5833333333333334
u4748,-1,-1,1,-1.0,-1.0
u4747,3,3,3,1.0,1.0
u4743,2,1,2,1.0,0.5
u4742,0,1,2,0.0,0.5
u4750,-1,-1,1,-1.0,-1.0
u4752,3,10,32,0.09375,0.3125
u4751,1,2,9,0.1111111111111111,0.2222222222222222
u4758,7,5,9,0.7777777777777778,0.5555555555555556
u4753,2,4,4,0.5,1.0
u4756,0,0,4,0.0,0.0
u4757,0,1,2,0.0,0.5
u4754,1,1,4,0.25,0.25
u4755,2,0,2,1.0,0.0
u4769,1,10,10,0.1,1.0
u4770,-1,1,8,-0.125,0.125
u4761,0,0,0,,
u4765,0,0,0,,
u4767,2,4,4,0.5,1.0
u4762,0,0,0,,
u4768,-1,1,1,-1.0,1.0
u4763,1,3,7,0.14285714285714285,0.42857142857142855
u4771,3,3,5,0.6,0.6
u4764,1,1,1,1.0,1.0
u4766,0,0,0,,
u4782,25,33,53,0.4716981132075472,0.6226415094339622
u4774,2,3,4,0.5,0.75
u4776,27,20,49,0.5510204081632653,0.40816326530612246
u4783,5,6,12,0.4166666666666667,0.5
u4786,-1,1,3,-0.3333333333333333,0.3333333333333333
u4775,10,5,11,0.9090909090909091,0.45454545454545453
u4785,37,28,78,0.47435897435897434,0.358974358974359
u4778,7,8,11,0.6363636363636364,0.7272727272727273
u4777,2,2,2,1.0,1.0
u4781,41,29,48,0.8541666666666666,0.6041666666666666
u4788,9,20,31,0.2903225806451613,0.6451612903225806
u4790,70,72,131,0.5343511450381679,0.549618320610687
u4792,-2,6,10,-0.2,0.6
u4791,12,19,31,0.3870967741935484,0.6129032258064516
u4795,26,17,57,0.45614035087719296,0.2982456140350877
u4793,9,9,12,0.75,0.75
u4794,23,20,36,0.6388888888888888,0.5555555555555556
u4796,3,4,4,0.75,1.0
u4803,0,0,2,0.0,0.0
u4797,3,4,5,0.6,0.8
u4812,5,11,19,0.2631578947368421,0.5789473684210527
u4808,11,17,39,0.28205128205128205,0.4358974358974359
u4809,-7,1,9,-0.7777777777777778,0.1111111111111111
u4799,0,3,3,0.0,1.0
u4805,-2,1,6,-0.3333333333333333,0.16666666666666666
u4800,2,2,2,1.0,1.0
u4802,0,1,3,0.0,0.3333333333333333
u4798,3,2,3,1.0,0.6666666666666666
u4804,1,0,1,1.0,0.0
u4806,2,1,2,1.0,0.5
u4807,3,6,13,0.23076923076923078,0.46153846153846156
u4816,6,2,12,0.5,0.16666666666666666
u4817,0,0,0,,
u4819,0,-3,12,0.0,-0.25
u4815,1,2,3,0.3333333333333333,0.6666666666666666
u4821,0,2,14,0.0,0.14285714285714285
u4818,0,0,0,,
u4824,2,2,2,1.0,1.0
u4823,0,0,0,,
u4828,7,18,44,0.1590909090909091,0.4090909090909091
u4825,0,0,0,,
u4831,-1,1,9,-0.1111111111111111,0.1111111111111111
u4826,1,1,5,0.2,0.2
u4839,3,5,15,0.2,0.3333333333333333
u4829,-1,0,5,-0.2,0.0
u4827,1,2,2,0.5,1.0
u4836,-6,-2,6,-1.0,-0.3333333333333333
u4833,9,1,13,0.6923076923076923,0.07692307692307693
u4835,-5,1,7,-0.7142857142857143,0.14285714285714285
u4834,1,1,1,1.0,1.0
u4846,77,67,126,0.6111111111111112,0.5317460317460317
u4840,-1,5,5,-0.2,1.0
u4841,0,0,0,,
u4842,6,4,15,0.4,0.26666666666666666
u4843,28,33,57,0.49122807017543857,0.5789473684210527
u4845,7,5,23,0.30434782608695654,0.21739130434782608
u4850,8,9,13,0.6153846153846154,0.6923076923076923
u4849,3,4,5,0.6,0.8
u4844,2,9,14,0.14285714285714285,0.6428571428571429
u4847,5,4,20,0.25,0.2
u4859,6,7,26,0.23076923076923078,0.2692307692307692
u4851,1,1,1,1.0,1.0
u4866,109,106,193,0.5647668393782384,0.5492227979274611
u4852,7,4,10,0.7,0.4
u4853,6,7,12,0.5,0.5833333333333334
u4854,8,4,8,1.0,0.5
u4858,3,2,6,0.5,0.3333333333333333
u4857,4,14,24,0.16666666666666666,0.5833333333333334
u4863,14,14,29,0.4827586206896552,0.4827586206896552
u4865,0,0,10,0.0,0.0
u4860,17,17,35,0.4857142857142857,0.4857142857142857
u4867,18,14,25,0.72,0.56
u4862,1,1,4,0.25,0.25
u4869,9,6,12,0.75,0.5
u4868,-1,-1,3,-0.3333333333333333,-0.3333333333333333
u4873,0,1,1,0.0,1.0
u4870,0,0,0,,
u4874,2,-2,16,0.125,-0.125
u4871,5,1,5,1.0,0.2
u4875,4,4,9,0.4444444444444444,0.4444444444444444
u4882,1,-1,3,0.3333333333333333,-0.3333333333333333
u4884,1,0,1,1.0,0.0
u4883,0,-1,1,0.0,-1.0
u4886,-1,4,5,-0.2,0.8
u4877,1,0,1,1.0,0.0
u4885,0,1,1,0.0,1.0
u4881,0,0,0,,
u4899,1,4,5,0.2,0.8
u4888,1,2,4,0.25,0.5
u4892,6,-1,9,0.6666666666666666,-0.1111111111111111
u4900,8,14,23,0.34782608695652173,0.6086956521739131
u4896,17,19,47,0.3617021276595745,0.40425531914893614
u4895,0,3,6,0.0,0.5
u4897,4,2,11,0.36363636363636365,0.18181818181818182
u4890,7,6,12,0.5833333333333334,0.5
u4891,2,2,4,0.5,0.5
u4901,3,0,3,1.0,0.0
u4902,6,4,9,0.6666666666666666,0.4444444444444444
u4898,7,10,16,0.4375,0.625
u4903,0,2,2,0.0,1.0
u4904,0,0,2,0.0,0.0
u4919,2,4,4,0.5,1.0
u4905,0,0,0,,
u4907,-2,5,16,-0.125,0.3125
u4906,-2,6,29,-0.06896551724137931,0.20689655172413793
u4914,0,0,0,,
u4915,3,4,9,0.3333333333333333,0.4444444444444444
u4910,1,14,30,0.03333333333333333,0.4666666666666667
u4909,1,-1,3,0.3333333333333333,-0.3333333333333333
u4918,0,0,0,,
u4916,0,0,0,,
u4911,3,4,4,0.75,1.0
u4920,0,0,0,,
u4912,1,2,3,0.3333333333333333,0.6666666666666666
u4922,2,3,6,0.3333333333333333,0.5
u4921,15,11,19,0.7894736842105263,0.5789473684210527
u4930,1,1,1,1.0,1.0
u4926,2,1,6,0.3333333333333333,0.16666666666666666
u4931,8,6,12,0.6666666666666666,0.5
u4923,-2,1,4,-0.5,0.25
u4928,-2,-1,2,-1.0,-0.5
u4924,5,9,11,0.45454545454545453,0.8181818181818182
u4929,42,50,94,0.44680851063829785,0.5319148936170213
u4927,1,0,1,1.0,0.0
u4932,2,0,4,0.5,0.0
u4925,3,16,38,0.07894736842105263,0.42105263157894735
u4934,11,14,36,0.3055555555555556,0.3888888888888889
u4944,0,0,1,0.0,0.0
u4938,9,8,11,0.8181818181818182,0.7272727272727273
u4941,101,103,209,0.48325358851674644,0.49282296650717705
u4948,5,4,5,1.0,0.8
u4935,4,0,4,1.0,0.0
u4936,0,0,0,,
u4937,9,11,11,0.8181818181818182,1.0
u4940,12,14,27,0.4444444444444444,0.5185185185185185
u4949,0,1,1,0.0,1.0
u4946,5,4,5,1.0,0.8
u4947,0,0,0,,
u4952,4,3,10,0.4,0.3
u4954,11,13,16,0.6875,0.8125
u4943,13,10,17,0.7647058823529411,0.5882352941176471
u4945,3,4,7,0.42857142857142855,0.5714285714285714
u4955,6,5,8,0.75,0.625
u4950,1,3,3,0.3333333333333333,1.0
u4951,1,1,1,1.0,1.0
u4960,47,52,132,0.3560606060606061,0.3939393939393939
u4956,5,5,8,0.625,0.625
u4962,0,3,6,0.0,0.5
u4957,-2,1,2,-1.0,0.5
u4973,-1,0,2,-0.5,0.0
u4958,9,6,14,0.6428571428571429,0.42857142857142855
u4974,3,2,10,0.3,0.2
u4971,-1,-1,1,-1.0,-1.0
u4965,1,5,6,0.16666666666666666,0.8333333333333334
u4963,8,8,17,0.47058823529411764,0.47058823529411764
u4972,4,15,26,0.15384615384615385,0.5769230769230769
u4970,4,3,4,1.0,0.75
u4967,-1,-1,4,-0.25,-0.25
u4961,1,-1,1,1.0,-1.0
u4966,0,1,1,0.0,1.0
u4969,19,11,28,0.6785714285714286,0.39285714285714285
u4964,2,6,10,0.2,0.6
u4979,66,62,116,0.5689655172413793,0.5344827586206896
u4976,4,5,10,0.4,0.5
u4988,58,43,82,0.7073170731707317,0.524390243902439
u4977,1,0,1,1.0,0.0
u4980,3,3,3,1.0,1.0
u4978,0,0,0,,
u4981,4,3,5,0.8,0.6
u4989,9,8,11,0.8181818181818182,0.7272727272727273
u4987,18,21,34,0.5294117647058824,0.6176470588235294
u4986,8,4,11,0.7272727272727273,0.36363636363636365
u4985,-3,0,11,-0.2727272727272727,0.0
u4982,9,10,13,0.6923076923076923,0.7692307692307693
u4990,1,-1,4,0.25,-0.25
u4999,5,3,18,0.2777777777777778,0.16666666666666666
u5001,-3,4,18,-0.16666666666666666,0.2222222222222222
u5004,4,1,12,0.3333333333333333,0.08333333333333333
u4991,9,9,34,0.2647058823529412,0.2647058823529412
u4996,-2,0,15,-0.13333333333333333,0.0
u4997,-11,-2,35,-0.3142857142857143,-0.05714285714285714
u5007,3,5,5,0.6,1.0
u4992,2,2,4,0.5,0.5
u5008,1,1,2,0.5,0.5
u5005,1,1,2,0.5,0.5
u4993,1,1,1,1.0,1.0
u4994,6,7,8,0.75,0.875
u4995,-1,-1,1,-1.0,-1.0
u4998,1,1,10,0.1,0.1
u5010,1,1,1,1.0,1.0
u5000,0,0,0,,
u5006,2,2,2,1.0,1.0
u5015,31,30,49,0.6326530612244898,0.6122448979591837
u5016,57,72,145,0.3931034482758621,0.496551724137931
u5013,2,3,3,0.6666666666666666,1.0
u5045,9,10,18,0.5,0.5555555555555556
u5019,1,1,1,1.0,1.0
u5039,3,2,3,1.0,0.6666666666666666
u5032,0,0,0,,
u5033,1,0,3,0.3333333333333333,0.0
u5043,12,9,15,0.8,0.6
u5026,3,0,5,0.6,0.0
u5036,7,10,17,0.4117647058823529,0.5882352941176471
u5012,0,0,0,,
u5018,0,0,0,,
u5017,-1,-1,1,-1.0,-1.0
u5035,2,-1,2,1.0,-0.5
u5029,5,1,7,0.7142857142857143,0.14285714285714285
u5042,1,1,1,1.0,1.0
u5027,1,1,1,1.0,1.0
u5020,8,1,8,1.0,0.125
u5028,0,0,1,0.0,0.0
u5021,0,0,0,,
u5023,4,0,4,1.0,0.0
u5037,4,2,14,0.2857142857142857,0.14285714285714285
u5024,5,9,12,0.4166666666666667,0.75
u5041,-1,1,1,-1.0,1.0
u5031,0,0,0,,
u5044,-2,2,2,-1.0,1.0
u5054,8,4,15,0.5333333333333333,0.26666666666666666
u5046,4,-7,33,0.12121212121212122,-0.21212121212121213
u5049,1,3,5,0.2,0.6
u5059,0,0,2,0.0,0.0
u5057,0,1,2,0.0,0.5
u5050,-1,1,1,-1.0,1.0
u5051,12,14,41,0.2926829268292683,0.34146341463414637
u5047,0,0,0,,
u5048,2,3,8,0.25,0.375
u5058,-1,0,1,-1.0,0.0
u5055,6,5,11,0.5454545454545454,0.45454545454545453
u5060,2,0,2,1.0,0.0
u5052,-1,1,3,-0.3333333333333333,0.3333333333333333
u5061,-1,1,1,-1.0,1.0
u5063,-1,-1,1,-1.0,-1.0
u5064,35,43,101,0.3465346534653465,0.42574257425742573
u5065,39,57,102,0.38235294117647056,0.5588235294117647
u5067,3,6,9,0.3333333333333333,0.6666666666666666
u5068,5,4,6,0.8333333333333334,0.6666666666666666
u5076,18,28,97,0.18556701030927836,0.28865979381443296
u5069,0,0,0,,
u5074,32,25,56,0.5714285714285714,0.44642857142857145
u5070,3,4,6,0.5,0.6666666666666666
u5073,2,7,12,0.16666666666666666,0.5833333333333334
u5082,-1,-1,1,-1.0,-1.0
u5079,5,4,8,0.625,0.5
u5075,2,3,5,0.4,0.6
u5088,5,5,5,1.0,1.0
u5077,0,0,0,,
u5080,2,3,6,0.3333333333333333,0.5
u5087,2,0,3,0.6666666666666666,0.0
u5083,2,2,5,0.4,0.4
u5078,20,21,46,0.43478260869565216,0.45652173913043476
u5081,0,0,2,0.0,0.0
u5085,2,2,2,1.0,1.0
u5104,-3,1,6,-0.5,0.16666666666666666
u5091,0,0,0,,
u5105,1,0,3,0.3333333333333333,0.0
u5100,-2,-2,14,-0.14285714285714285,-0.14285714285714285
u5092,0,-1,1,0.0,-1.0
u5098,3,6,8,0.375,0.75
u5097,2,5,11,0.18181818181818182,0.45454545454545453
u5093,2,2,2,1.0,1.0
u5094,-3,3,3,-1.0,1.0
u5095,0,0,0,,
u5096,0,0,0,,
u5102,0,0,0,,
u5103,-2,2,2,-1.0,1.0
u5099,2,2,2,1.0,1.0
u5106,1,-1,1,1.0,-1.0
u5107,0,0,0,,
u5109,-1,0,1,-1.0,0.0
u5108,-1,1,1,-1.0,1.0
u5110,-1,-1,1,-1.0,-1.0
u5111,0,0,0,,
u5112,1,0,1,1.0,0.0
u5120,-10,4,26,-0.38461538461538464,0.15384615384615385
u5113,-1,1,1,-1.0,1.0
u5116,0,0,0,,
u5124,1,1,1,1.0,1.0
u5114,0,2,4,0.0,0.5
u5122,0,2,4,0.0,0.5
u5115,0,1,4,0.0,0.25
u5121,2,3,4,0.5,0.75
u5118,-1,-1,1,-1.0,-1.0
u5123,2,1,2,1.0,0.5
u5133,23,23,38,0.6052631578947368,0.6052631578947368
u5129,28,31,51,0.5490196078431373,0.6078431372549019
u5125,51,62,111,0.4594594594594595,0.5585585585585585
u5130,29,23,53,0.5471698113207547,0.4339622641509434
u5131,2,4,4,0.5,1.0
u5128,5,2,7,0.7142857142857143,0.2857142857142857
u5134,6,2,8,0.75,0.25
u5127,5,3,14,0.35714285714285715,0.21428571428571427
u5126,0,0,0,,
u5132,12,11,21,0.5714285714285714,0.5238095238095238
u5135,18,16,21,0.8571428571428571,0.7619047619047619
u5136,2,1,2,1.0,0.5
u5137,0,1,1,0.0,1.0
u5149,0,0,0,,
u5144,6,10,26,0.23076923076923078,0.38461538461538464
u5138,4,11,23,0.17391304347826086,0.4782608695652174
u5139,0,-2,2,0.0,-1.0
u5153,1,3,6,0.16666666666666666,0.5
u5143,2,3,4,0.5,0.75
u5145,2,5,10,0.2,0.5
u5142,7,5,8,0.875,0.625
u5151,0,3,8,0.0,0.375
u5150,2,-2,2,1.0,-1.0
u5147,-2,2,2,-1.0,1.0
u5146,1,3,5,0.2,0.6
u5154,-1,1,1,-1.0,1.0
u5156,0,0,0,,
u5157,2,2,5,0.4,0.4
u5161,13,20,53,0.24528301886792453,0.37735849056603776
u5164,7,6,37,0.1891891891891892,0.16216216216216217
u5158,0,0,2,0.0,0.0
u5160,0,0,0,,
u5168,1,0,1,1.0,0.0
u5173,9,9,18,0.5,0.5
u5171,0,0,1,0.0,0.0
u5176,-3,4,5,-0.6,0.8
u5166,-1,1,1,-1.0,1.0
u5162,-1,0,1,-1.0,0.0
u5165,0,0,0,,
u5172,-2,-3,6,-0.3333333333333333,-0.5
u5191,1,1,1,1.0,1.0
u5185,-1,3,3,-0.3333333333333333,1.0
u5177,10,7,27,0.37037037037037035,0.25925925925925924
u5187,0,1,3,0.0,0.3333333333333333
u5186,0,3,6,0.0,0.5
u5182,2,3,4,0.5,0.75
u5179,8,11,30,0.26666666666666666,0.36666666666666664
u5188,0,0,0,,
u5189,-1,1,1,-1.0,1.0
u5183,-1,1,1,-1.0,1.0
u5184,0,0,0,,
u5190,0,0,0,,
u5200,13,32,69,0.18840579710144928,0.463768115942029
u5192,-1,1,1,-1.0,1.0
u5193,6,2,6,1.0,0.3333333333333333
u5194,-1,0,2,-0.5,0.0
u5195,0,1,6,0.0,0.16666666666666666
u5197,-1,-1,6,-0.16666666666666666,-0.16666666666666666
u5208,1,-1,1,1.0,-1.0
u5198,1,2,2,0.5,1.0
u5199,0,0,0,,
u5202,-1,1,1,-1.0,1.0
u5201,-5,5,22,-0.22727272727272727,0.22727272727272727
u5203,-4,2,6,-0.6666666666666666,0.3333333333333333
u5205,1,0,1,1.0,0.0
u5207,-1,1,1,-1.0,1.0
u5204,1,1,1,1.0,1.0
u5210,1,0,1,1.0,0.0
u5211,2,7,10,0.2,0.7
u5220,1,1,4,0.25,0.25
u5216,4,5,21,0.19047619047619047,0.23809523809523808
u5214,1,-1,9,0.1111111111111111,-0.1111111111111111
u5212,3,2,3,1.0,0.6666666666666666
u5218,-3,2,14,-0.21428571428571427,0.14285714285714285
u5213,0,0,0,,
u5217,1,1,1,1.0,1.0
u5215,0,0,1,0.0,0.0
u5224,2,2,10,0.2,0.2
u5221,1,1,3,0.3333333333333333,0.3333333333333333
u5230,3,0,3,1.0,0.0
u5223,0,0,0,,
u5226,3,4,4,0.75,1.0
u5222,-4,1,8,-0.5,0.125
u5225,1,1,1,1.0,1.0
u5228,0,0,0,,
u5232,16,21,30,0.5333333333333333,0.7
u5231,-1,1,1,-1.0,1.0
u5253,6,6,11,0.5454545454545454,0.5454545454545454
u5251,-2,0,2,-1.0,0.0
u5236,9,8,12,0.75,0.6666666666666666
u5240,25,33,60,0.4166666666666667,0.55
u5249,7,5,11,0.6363636363636364,0.45454545454545453
u5233,2,2,2,1.0,1.0
u5243,20,17,40,0.5,0.425
u5242,11,3,11,1.0,0.2727272727272727
u5235,4,3,4,1.0,0.75
u5237,0,0,0,,
u5238,0,0,0,,
u5239,3,2,3,1.0,0.6666666666666666
u5247,2,0,2,1.0,0.0
u5250,1,1,1,1.0,1.0
u5246,0,0,0,,
u5252,-1,1,5,-0.2,0.2
u5255,0,0,0,,
u5245,4,0,4,1.0,0.0
u5241,1,1,1,1.0,1.0
u5244,1,4,9,0.1111111111111111,0.4444444444444444
u5254,1,-1,1,1.0,-1.0
u5256,4,5,6,0.6666666666666666,0.8333333333333334
u5262,85,79,223,0.3811659192825112,0.3542600896860987
u5257,-1,1,1,-1.0,1.0
u5258,5,3,9,0.5555555555555556,0.3333333333333333
u5259,4,3,4,1.0,0.75
u5260,0,0,0,,
u5265,10,12,45,0.2222222222222222,0.26666666666666666
u5271,-1,1,1,-1.0,1.0
u5263,1,0,1,1.0,0.0
u5269,72,64,118,0.6101694915254238,0.5423728813559322
u5266,0,1,2,0.0,0.5
u5281,32,50,89,0.3595505617977528,0.5617977528089888
u5273,3,13,26,0.11538461538461539,0.5
u5276,11,11,18,0.6111111111111112,0.6111111111111112
u5284,6,5,11,0.5454545454545454,0.45454545454545453
u5275,-1,0,1,-1.0,0.0
u5287,17,11,23,0.7391304347826086,0.4782608695652174
u5286,-1,-1,3,-0.3333333333333333,-0.3333333333333333
u5278,5,5,5,1.0,1.0
u5280,6,5,16,0.375,0.3125
u5283,17,18,24,0.7083333333333334,0.75
u5288,2,7,8,0.25,0.875
u5289,71,49,112,0.6339285714285714,0.4375
u5294,16,16,21,0.7619047619047619,0.7619047619047619
u5292,21,15,27,0.7777777777777778,0.5555555555555556
u5290,8,2,9,0.8888888888888888,0.2222222222222222
u5291,3,4,15,0.2,0.26666666666666666
u5296,4,2,7,0.5714285714285714,0.2857142857142857
u5298,1,2,3,0.3333333333333333,0.6666666666666666
u5299,1,0,1,1.0,0.0
u5302,0,4,10,0.0,0.4
u5297,2,0,5,0.4,0.0
u5300,1,2,4,0.25,0.5
u5304,4,6,6,0.6666666666666666,1.0
u5312,4,17,23,0.17391304347826086,0.7391304347826086
u5305,-2,3,22,-0.09090909090909091,0.13636363636363635
u5310,16,12,52,0.3076923076923077,0.23076923076923078
u5313,-4,9,23,-0.17391304347826086,0.391304347826087
u5306,0,0,0,,
u5307,1,0,1,1.0,0.0
u5308,3,0,3,1.0,0.0
u5309,-5,-8,11,-0.45454545454545453,-0.7272727272727273
u5315,-1,1,1,-1.0,1.0
u5314,-1,2,3,-0.3333333333333333,0.6666666666666666
